6273.666530 1513.370444
6420.600059 1025.186684
6158.217143 1155.528133
5730.399674 827.315525
5207.952845 63.473862
4911.052191 54.176203
5004.512158 835.835454
4382.149062 779.290032
3698.526157 1129.119453
3649.743592 1240.554164
3150.539884 1123.829517
2648.329834 479.517086
2093.820573 842.368300
1173.372111 865.067868
809.784024 40.098084
663.424931 182.812698
39.903652 660.678181
608.757753 1391.558177
735.504344 1621.501488
182.762994 1697.633179
324.451365 3054.086982
312.605719 3964.323059
607.778747 4937.399446
1565.122805 5018.989237
1784.671872 4980.149723
2120.835484 4881.980626
1985.794367 5245.930574
1738.894625 5601.954207
1762.698405 5672.098075
1341.438560 5557.869661
1437.253790 5924.443726
1464.072038 6658.745523
1115.399041 6511.678745
952.344626 6056.124147
539.443828 6432.424200
371.684316 6898.295440
368.710486 6917.144757
961.337076 7192.236608
1161.268661 7442.391132
1104.190425 8128.466233
155.777978 8160.473759
187.924192 8441.901239
1025.103322 8911.529094
1168.559860 9985.567876
1441.656869 9926.991314
2044.350981 9406.934334
3536.003676 9613.782987
4605.760209 9011.826161
4692.022048 8814.565092
4903.835615 8765.175132
5097.201427 8664.383999
5360.731452 7813.520584
4669.384898 8351.980657
4302.284016 8487.463881
4267.751237 8095.033047
3707.278820 8235.121327
2968.917300 8593.052918
2872.496812 8053.920617
2649.980943 8229.709360
2345.346311 8235.453483
2035.361818 8326.076040
2301.877603 7656.874888
2926.603608 7426.844108
3082.473578 7133.417114
2575.516125 6699.504874
2125.709482 6799.257182
2171.503828 6464.836978
2657.576209 5883.348703
3220.418134 5567.583873
3498.274225 5494.892460
3474.409782 4405.207468
3034.121200 4475.008275
2211.220172 3977.436388
1820.879710 3525.283003
1376.396386 3094.053829
1448.386615 3033.836378
1840.458122 2579.656584
1728.596441 2520.389288
1804.708909 1742.636124
2243.815838 1812.797213
2533.019834 2464.341886
2794.821334 2562.152307
2806.743827 2943.501949
2943.008716 3147.485206
3090.565886 3140.844741
3266.685872 3189.450658
3440.399004 2786.058310
4117.478660 2463.844713
4329.302956 2594.774301
4428.025053 1817.067150
4926.640049 2039.304460
5367.540631 2255.387717
5086.135545 2680.110192
5217.049623 2953.006091
5131.973655 3081.212171
4908.881260 3567.329661
4612.001029 3901.296558
4018.190985 3735.878553
4152.099008 4328.024287
4285.384749 4461.479725
4515.083174 5002.897514
4242.591976 5243.345692
4590.066231 5243.146613
4492.496478 5388.300189
4466.951287 6050.274519
4089.731348 6114.762289
3928.500402 6306.252282
4018.355410 6499.369539
4080.841646 6705.538205
4676.456584 7205.806932
5278.539534 6413.953354
5115.457152 5488.347018
5180.303531 5361.450848
5282.013717 4804.537806
5578.307666 4616.937220
5932.956746 5204.026944
6288.214990 6029.338141
6318.007338 6749.329915
6301.360385 6963.985677
6311.508560 7524.364003
6451.934113 7656.643539
6298.450872 8063.813116
5987.876158 8234.590901
6069.489669 9912.868347
6395.497432 9125.342359
7110.640098 8528.125854
6936.868702 7952.282879
7684.136679 7285.168137
7997.106834 7374.564306
8194.071724 7763.468124
7886.482830 8116.925600
7832.961035 8576.113283
8126.895236 8728.229948
8171.517112 8688.107640
8507.047858 7953.354874
8578.418008 7471.465854
8889.010110 7592.924697
9243.659377 8183.144968
8972.977935 8840.151163
9838.092057 8813.201310
9823.768204 8072.204561
9863.614496 7768.830577
9753.528875 7559.805218
9783.864603 7412.387280
9920.662558 6575.606748
9993.831157 6320.251499
9688.009517 6375.954271
9091.247157 6590.963843
8321.921154 6528.836543
7527.567901 5833.719310
7684.025917 5423.587945
7970.818485 5546.279408
8355.149687 5000.781037
8735.946896 5059.479347
8732.380014 5110.899566
8769.275983 5221.450019
9447.589065 5629.410262
9629.033748 5170.200749
9612.948973 4833.397327
9980.614791 4192.787024
9431.431503 4069.267062
8910.842263 4525.908066
8773.371451 4053.976337
7682.756976 4096.496922
7692.306851 4601.242968
7320.447763 4765.554618
6805.193493 4887.029899
6910.473791 4333.011640
6109.608862 4196.138067
5563.986998 3929.472838
6222.610248 3410.444126
6360.007579 2647.374786
6882.404730 2576.299376
7439.294135 2216.525884
7918.289005 2683.303455
8202.693992 2677.930078
8377.647702 3124.924602
8485.344196 3179.901574
8850.659462 3033.579315
8805.456180 3302.010020
9182.107867 3686.925580
9334.428874 3746.077495
9542.056834 3349.210920
9904.400189 3253.982618
9866.907177 3108.931083
9993.022545 2729.917808
9651.463409 2145.511570
9195.656888 1405.313463
9096.249621 667.379150
9314.018050 701.364489
9685.862469 290.522208
9103.367151 291.711479
8177.569317 407.507168
8281.171698 1652.732557
7646.297672 1324.967715
7476.093153 697.626258
6725.212246 642.211563
6863.862992 945.302095
6963.845425 1350.054662
6641.366429 1445.572107
6273.666530 1513.370444
